image_id,canonical_text,hash
29c4cb5d-1832-45e3-8434-5d619b3c2c72,"state: impactante preciso moderno | matter: espaço vetor silhueta | movement: expansão centralização definição",232ad2e29299a90578361a89f59f5af0c6533bea865488ce8f4276b443f9e19e
df9dcc5e-e809-4ffe-933a-8d6772a72800,"state: provocante intenso agressivo | matter: vinil tinta fresca ruído digital | movement: sorrir fixar apontar",603f0b8510e37043bff8b477ddbd46748e8b997c3019c43f22c2070d03e0b5cd
b8ace381-cb66-4aa2-b93b-51f1386e7c5f,"state: ousado moderno declarativo | matter: acrílico metal escovado papel grosso | movement: ancorar definir moldar",c6de40c6513e6944e4cb65c795f3db0071ca4072fc794e0138817101796e8c51
0c7401e0-31ff-414b-a1a5-37788125a8d4,"state: ousado energético impactante | matter: plástico liso vinil brilhante cores sólidas | movement: saltar chamar declarar",5cff3a62ea254aa1301f848c9fd530d4a4a0c485f074b1ada969c8c7bad8a1e9
1a4e4133-08d3-4676-948c-d018846cde04,"state: vibrante chamativo energético | matter: plástico vinil elétrico | movement: saltar deslizar pulsar",b88733aa92600d7048138ff8f220de8b850dce6e131ef2a98afb95d5f9ab12fb
de05fcf5-afb4-423c-82c2-c9ebb81673ae,"state: digital glitchy formal | matter: pixels neon data | movement: pulsar fragmentar oscilar",5f43c901fe0cc061b4bb0ca052d95014d2509bda19bf004689524f41e052bb50
559edd31-01ed-47f0-a5f2-a20b4c07cdde,"state: alegre acolhedor simples | matter: açúcar algodão calor | movement: correr acender oferecer",aa5e942fca6e6c40325c238cff0ea459848bcedb5a2a315c10bc08184f87048e
96203f8c-e3e8-4966-9c3d-f7ac9168f992,"state: lúdico acolhedor gentil | matter: feltro macio borracha massa de modelar | movement: saltitar flutuar acolher",23c60bf65fdca74f9a1c4f13484be92448ddbda8f9db81ccc0ef11cd138edb9f
24285c4c-372c-4857-8c1c-658ba0a4b647,"state: fragmentado dinâmico experimental | matter: ruído digital grão de halftones vetor elétrico | movement: explodir pulsar deslizar",8ba8ac0f4a5455290781ebdae61ed9deae7dc95962708fbafb100d4bb3bf996e
0ebe866b-c55b-4e71-bcde-e5fcd7284fb9,"state: caótico surreal energético | matter: poeira digital luz neon papel granulado | movement: pulsar desfocar sobrepor",ce9b7b2d7d57c165d1f54bc5b2c280e053c79ba891fc936d45bf363bb7f11038
61bf0b1b-bca2-4604-9036-c3006b1a9a4a,"state: formal cerebral objetivo | matter: papel tinta rigidez | movement: ancorar registrar declarar",c822705890f873cf736645b3e058ad613ab1d0dde1f71acb2fbdb43040cc0f66
eb61265a-fc7c-4f4f-89b7-ce94f8a7b8e5,"state: noite urbana caótica vibrante | matter: metal chuva luz neon | movement: iluminar desfocar sobrepor",7ba4d2de45a592e2d3f248b9589beef0043d75533a9964b2808bf82e44d9b0dc
a462e427-6593-4b04-8909-07003b8a76e9,"state: digital energetic informational | matter: luz neon digital grid bold typography | movement: pulsante scrolling aligning",a84d18e94f3bf5752d8f6086822f12d04572f6998a828dd4685583e84ff1053c
68830f51-7115-4dde-ac53-f6d8be34de1b,"state: intenso abstrato minimalist | matter: luz digital static energy processed air | movement: desvanecer shimmering pulsing",e73c756cd4fbd024d22126bd5db26dab612d55bfb2a7c431d4fa63a94fde722e
7d372b41-9eec-48d5-97fd-28c556d7475a,"state: analítico digital texturizado | matter: pixel caracteres dados | movement: processando renderizando desenhando",ccdcabe79df9d8de424ab3730e5182068376e9fbf46e05a7975aed42cfd54124
39b12e1b-50ba-4376-bb72-05d53d815686,"state: iridescente digital estudioso | matter: plástico luz difusa papel virtual | movement: difundindo desdobrando circulando",85651ad15e29ecc2204ff2a940ed74ca2788b039b55711b1e5e392ab763ea7d9
c4a20d0b-3ee6-417d-962f-ac80bfaed2ef,"state: eletrizante festivo urgente | matter: energia luz neon pulso digital | movement: pulsar irradiar girar",3a7d9a8c7eaabe8065fba92124d7825a70be7b05f4b6d850669884d7ed1ea1a4
5ed94bf1-6de4-4233-9aee-9fbe1482502c,"state: dinâmico assertivo energético | matter: tinta vívida ouro escuro pixelado | movement: avançar galopar saltar",69ec2a743dc82a79addad9f97bc6641e3713016934526ddda32d99dd5db12f6f
6db3da82-b45f-40f0-a543-3f1937a9b77d,"state: introspectivo sensual melancólico | matter: veludo pétala sombra | movement: sussurrar desabrochar contemplar",708d3b0a0b0f8912cb177b1e54d66c317e4458a1fb087c0c24696e603793a42e
b94dea90-0a9d-4b59-9fbc-535749306fd2,"state: desorientador digitalmente fragmentado nostálgico confuso | matter: glitch pixels pelo digital | movement: corrompendo fragmentando pixelizando",6d0f4f20095195616ba06d781afb2324b6e3f31dfd34d31756eb19ee72d9b050
0c5c54c4-92bf-4d2b-8e84-833bcc4c4de4,"state: melancólico reflexivo misterioso | matter: neblina fumaça vinil | movement: sussurrar diluir ondular",e9a540ea51a25de90fbc9b36b7884b28891b201f6264100ca23fce85344ca2f9
c374c250-2e51-4b59-906d-3bd36e009aa8,"state: lúdico brilhante descolado | matter: holográfico prateado iridescente | movement: cintilar ondular brilhar",768e87ee1eca98d8e7333b4756522e20f11d244300877a4c57c51885a5e35936
009e1ba9-0676-4a07-99df-cbb5564f3c57,"state: caótico vertiginoso fragmentado | matter: vidro quebrado energia vibrante metais frios | movement: girando pulsando rasgando",7cc493da2ec1e7399632c0fa20c3cd18b0328708423b859f9009d14f45cb13d6
c3cd49f1-d0e2-478b-ab04-8e079f1b513b,"state: nostálgico energético urbano | matter: vinil brilhante luz de neon energia sonora | movement: pulsa brilha vibra",d0b27624272b353835d0d6c8241e9a29c3eed3a6d4225e5a456900ce3ee1e3c9
5401cb7c-08da-446a-b4c1-40989be206ca,"state: intrigante distrativo artístico | matter: papel tinta fio | movement: sobrepor empilhar desdobrar",10bed5f1e9527b41315e78db3c693d61cc889245536f3f51b1ceb0240dcde1d3
90c72c62-9fdd-4ca2-bc89-b327b78c5fc0,"state: intenso enigmático urbano | matter: tinta vibrante papel texturizado informação gráfica | movement: sobrepor fragmentar comunicar",55c692920a366308210992c5f0dfbd01ab4d96fb9fde679e2cf03834675d589b
a78037ec-26b1-4540-a7c6-afe34f390975,"state: descolado informativo descontraído | matter: tinta papel energia | movement: anunciar desdobrar informar",1d1c24e65553a9813c9c5f263a717906ca7dc147e4c9529e0a8f6c2dc2da9f81
5e238faf-b677-483a-8b3a-e1c4fcf6479f,"state: intenso confrontador declarativo | matter: tinta papel impacto | movement: chocar impor revelar",5bb5fcdd585bbd280bd03250a4ebd0427726bcd5793a4a70736d2b8c0c35b7e9
27891bd3-a828-45a4-bf5a-6b7a8105565c,"state: estático técnico informativo | matter: pixels dados sinais | movement: exibir registrar processar",ce41daeef3ad50616c89604ebc7cf530b99d237aef7f7c017477896660d28578
291bb266-687f-4ca1-a7da-e45c010d7790,"state: intenso vibrante caótico | matter: tinta papel ink stain | movement: staring pulsing layering",44b30ba2e6261cc8571e1bfeed9394a28e4a6b07ed75fdddb8c2c5a02f71abdd
f5082190-f6b3-468f-bda3-6ba9e8c519ea,"state: fragmentado glitch nostálgico | matter: pixels glitch óleo | movement: falhando corrompendo sobrepondo",099d3d88b8957efe0f5ff09211fda6c8f595be264cb251a090fc668a91f4a654
7b8541cc-1220-4842-92e7-d8bf682b7741,"state: nostálgico informativo retro | matter: plástico vidro luz | movement: exibir carregar processar",c8b39047d6155ea8aa6db0c6b3f53252988fb35e2998ce298e2cea5c10b4ef51
77d039a0-1709-4794-9cde-07991ce82833,"state: caótico efervescente fragmentado | matter: papel rasgado tinta spray colagem digital | movement: sobrepor cortar reorganizar",0d84666c13913bf6f7864fb5db2ebd76a85a877c3059b0f7272b6c469bfc33e2
9836cde7-2b04-410a-bbe8-5ddba64d38b7,"state: preciso ordenado sintético | matter: plástico digital sintético | movement: deslizar ancorar escanear",58c423655e0292dd31ee2c07034b79db243db650df312650a617f9924665b9df
71ce5603-a6ce-4357-9eeb-26d9b70a8e24,"state: impactante desafiador abstrato | matter: tinta densa espaço negativo contorno | movement: escalar interligar contornar",efadf68604940ef5a6a3d0fe86d6b9ba1480053e887a88e9a3d2b41cc7793e12
580216a0-1ede-4f95-9213-f9b16ceb6e0f,"state: formal declarative organized | matter: tinta papel digital | movement: imposing labeling cataloging",4828b1cdcdddfceebf67e13474c489a10e31de7cfd51c32859fd81ace021f32e
45728069-60a2-44b9-bcbf-a516dbebb011,"state: orgânico propagante fragmentado | matter: esporos tinta poeira | movement: crescendo espalhando brotando",3c7ab706d1fc0782b2aeba9275a03165a5490335387da3dfc3a15b0cf71aa704
9bb8de15-9509-476d-bfe3-07958868bd36,"state: intenso urgente informativo | matter: luz neon onda digital fluxo de dados | movement: pulsar transmitir bombardear",5b143811334fd745c32c7f89e8234208896224daf63e14b0e95374cf111a9fa7
3a1a67ed-71b8-483d-bc7f-611710594bba,"state: vibrante informativo cultural | matter: grão dourado tinta fosca papel texturizado | movement: pulsar fluir circular",377a34ea2076dcac8bbb401fe1356309a23a951e40c3f9c4c83299d62df17bfb
761e88eb-94c6-4af5-a0fc-f2e54de1a128,"state: organizado coletivo estilizado | matter: plástico papel ar | movement: deslizando sobrepondo organizando",3cab5e242eff2d0e0588da1b02eab4a0573736899edd3f22699600932694c2a3
b3ececeb-b9e2-4131-874c-1a9e8afaa69c,"state: caótico fragmentado urgente | matter: tinta fresca papel rasgado ruído visual | movement: sobrepor sangrar pulverizar",631d20d0de0d9e19951419fb3c8e38e92d594205d1d82d8bc19b2e4fda1c340e
d355b2ea-0ffb-4e6b-9043-9bd957f8fa2f,"state: enérgico descontraído divertido | matter: tinta vibrante papel liso memória pop | movement: saltar dançar chamar",06a3b381044039effea7b89b5598151193fa74884c9c06b930ca915e0cc6dafc
